scenario_id,country,year,dispatch_mode,objective,required_bess_power_mw,required_bess_energy_mwh,required_bess_duration_h,far_before,far_after,far_before_trivial,far_after_trivial,h_negative_before,h_negative_after,h_below_5_before,h_below_5_after,delta_h_negative,delta_h_below_5,baseload_price_before,baseload_price_after,capture_ratio_pv_before,capture_ratio_pv_after,capture_ratio_wind_before,capture_ratio_wind_after,delta_capture_ratio_pv,delta_capture_ratio_wind,surplus_unabs_energy_before,surplus_unabs_energy_after,pv_capture_price_before,pv_capture_price_after,wind_capture_price_before,wind_capture_price_after,days_spread_gt50_before,days_spread_gt50_after,avg_daily_spread_before,avg_daily_spread_after,low_residual_share_before,low_residual_share_after,sr_hours_share_before,sr_hours_share_after,ir_p10_before,ir_p10_after,turned_off_family_low_price,turned_off_family_physical,turned_off_family_value_pv,turned_off_family_value_wind,turned_off_family_any,revenue_bess_price_taker,soc_min,soc_max,soc_start_mwh,soc_end_mwh,soc_end_target_mwh,charge_max,discharge_max,charge_sum_mwh,discharge_sum_mwh,simultaneous_charge_discharge_hours,eta_roundtrip,eta_charge,eta_discharge,soc_boundary_mode,engine_version,compute_time_sec,cache_hit,bess_power_mw,duration_h,bess_energy_mwh
BASE,DE,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,0.0,0.0,2.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,131.5431923573723,126.73576869969328,0.96411657523786,0.9806369680204944,0.9599779561697566,0.9774733380669236,0.0165203927826341,0.0174953818971669,0.0,0.0,126.82297211144484,124.28177995741387,126.2785649472754,123.88083488336672,122,38,34.58940264044183,16.02347668040718,0.1,0.1,0.0,0.0,0.0437046910293259,0.0437046910293259,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.8846302999991167,True,0.0,2.0,0.0
BASE,DE,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,0.0,0.0,4.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,131.5431923573723,126.73576869969328,0.96411657523786,0.9806369680204944,0.9599779561697566,0.9774733380669236,0.0165203927826341,0.0174953818971669,0.0,0.0,126.82297211144484,124.28177995741387,126.2785649472754,123.88083488336672,122,38,34.58940264044183,16.02347668040718,0.1,0.1,0.0,0.0,0.0437046910293259,0.0437046910293259,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.8846302999991167,True,0.0,4.0,0.0
BASE,DE,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,0.0,0.0,6.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,131.5431923573723,126.73576869969328,0.96411657523786,0.9806369680204944,0.9599779561697566,0.9774733380669236,0.0165203927826341,0.0174953818971669,0.0,0.0,126.82297211144484,124.28177995741387,126.2785649472754,123.88083488336672,122,38,34.58940264044183,16.02347668040718,0.1,0.1,0.0,0.0,0.0437046910293259,0.0437046910293259,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.8846302999991167,True,0.0,6.0,0.0
BASE,DE,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,0.0,0.0,8.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,131.5431923573723,126.73576869969328,0.96411657523786,0.9806369680204944,0.9599779561697566,0.9774733380669236,0.0165203927826341,0.0174953818971669,0.0,0.0,126.82297211144484,124.28177995741387,126.2785649472754,123.88083488336672,122,38,34.58940264044183,16.02347668040718,0.1,0.1,0.0,0.0,0.0437046910293259,0.0437046910293259,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.8846302999991167,True,0.0,8.0,0.0
BASE,DE,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,250.0,500.0,2.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,131.5431923573723,126.73576869969328,0.96411657523786,0.9806369680204944,0.9599779561697566,0.9774733380669236,0.0165203927826341,0.0174953818971669,0.0,0.0,126.82297211144484,124.28177995741387,126.2785649472754,123.88083488336672,122,38,34.58940264044183,16.02347668040718,0.1,0.1,0.0,0.0,0.0437046910293259,0.0437046910293259,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.8846302999991167,True,250.0,2.0,500.0
BASE,DE,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,250.0,1000.0,4.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,131.5431923573723,126.73576869969328,0.96411657523786,0.9806369680204944,0.9599779561697566,0.9774733380669236,0.0165203927826341,0.0174953818971669,0.0,0.0,126.82297211144484,124.28177995741387,126.2785649472754,123.88083488336672,122,38,34.58940264044183,16.02347668040718,0.1,0.1,0.0,0.0,0.0437046910293259,0.0437046910293259,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.8846302999991167,True,250.0,4.0,1000.0
BASE,DE,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,250.0,1500.0,6.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,131.5431923573723,126.73576869969328,0.96411657523786,0.9806369680204944,0.9599779561697566,0.9774733380669236,0.0165203927826341,0.0174953818971669,0.0,0.0,126.82297211144484,124.28177995741387,126.2785649472754,123.88083488336672,122,38,34.58940264044183,16.02347668040718,0.1,0.1,0.0,0.0,0.0437046910293259,0.0437046910293259,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.8846302999991167,True,250.0,6.0,1500.0
BASE,DE,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,250.0,2000.0,8.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,131.5431923573723,126.73576869969328,0.96411657523786,0.9806369680204944,0.9599779561697566,0.9774733380669236,0.0165203927826341,0.0174953818971669,0.0,0.0,126.82297211144484,124.28177995741387,126.2785649472754,123.88083488336672,122,38,34.58940264044183,16.02347668040718,0.1,0.1,0.0,0.0,0.0437046910293259,0.0437046910293259,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.8846302999991167,True,250.0,8.0,2000.0
BASE,DE,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,500.0,1000.0,2.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,131.5431923573723,126.73576869969328,0.96411657523786,0.9806369680204944,0.9599779561697566,0.9774733380669236,0.0165203927826341,0.0174953818971669,0.0,0.0,126.82297211144484,124.28177995741387,126.2785649472754,123.88083488336672,122,38,34.58940264044183,16.02347668040718,0.1,0.1,0.0,0.0,0.0437046910293259,0.0437046910293259,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.8846302999991167,True,500.0,2.0,1000.0
BASE,DE,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,500.0,2000.0,4.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,131.5431923573723,126.73576869969328,0.96411657523786,0.9806369680204944,0.9599779561697566,0.9774733380669236,0.0165203927826341,0.0174953818971669,0.0,0.0,126.82297211144484,124.28177995741387,126.2785649472754,123.88083488336672,122,38,34.58940264044183,16.02347668040718,0.1,0.1,0.0,0.0,0.0437046910293259,0.0437046910293259,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,0.8846302999991167,True,500.0,4.0,2000.0
