country,scenario_id,metric,hist_value,scen_value,delta,scen_status,interpretability_status,interpretability_reason
DE,BASE,ttl_obs,438.6194473684211,212.1578947368421,-226.461552631579,,INFORMATIVE,delta_interpretable
DE,BASE,tca_q95,438.6194473684211,212.1578947368421,-226.461552631579,,INFORMATIVE,delta_interpretable
DE,BASE,co2_required_base_non_negative,0.0,41.87683284457478,41.87683284457478,,INFORMATIVE,delta_interpretable
ES,BASE,ttl_obs,288.85923636363634,121.54545454545452,-167.3137818181818,,INFORMATIVE,delta_interpretable
ES,BASE,tca_q95,288.85923636363634,121.54545454545452,-167.3137818181818,,INFORMATIVE,delta_interpretable
ES,BASE,co2_required_base_non_negative,0.0,204.7029702970297,204.7029702970297,,INFORMATIVE,delta_interpretable
DE,HIGH_CO2,ttl_obs,438.6194473684211,257.0263157894737,-181.5931315789474,,INFORMATIVE,delta_interpretable
DE,HIGH_CO2,tca_q95,438.6194473684211,257.0263157894737,-181.5931315789474,,INFORMATIVE,delta_interpretable
DE,HIGH_CO2,co2_required_base_non_negative,0.0,41.87683284457478,41.87683284457478,,INFORMATIVE,delta_interpretable
ES,HIGH_CO2,ttl_obs,288.85923636363634,139.9090909090909,-148.95014545454544,,INFORMATIVE,delta_interpretable
ES,HIGH_CO2,tca_q95,288.85923636363634,139.9090909090909,-148.95014545454544,,INFORMATIVE,delta_interpretable
ES,HIGH_CO2,co2_required_base_non_negative,0.0,204.7029702970297,204.7029702970297,,INFORMATIVE,delta_interpretable
DE,HIGH_GAS,ttl_obs,438.6194473684211,271.3684210526316,-167.25102631578957,,INFORMATIVE,delta_interpretable
DE,HIGH_GAS,tca_q95,438.6194473684211,271.3684210526316,-167.25102631578957,,INFORMATIVE,delta_interpretable
DE,HIGH_GAS,co2_required_base_non_negative,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
ES,HIGH_GAS,ttl_obs,288.85923636363634,162.45454545454544,-126.4046909090909,,INFORMATIVE,delta_interpretable
ES,HIGH_GAS,tca_q95,288.85923636363634,162.45454545454544,-126.4046909090909,,INFORMATIVE,delta_interpretable
ES,HIGH_GAS,co2_required_base_non_negative,0.0,93.31683168316836,93.31683168316836,,INFORMATIVE,delta_interpretable
DE,HIGH_BOTH,ttl_obs,438.6194473684211,316.2368421052631,-122.38260526315798,,INFORMATIVE,delta_interpretable
DE,HIGH_BOTH,tca_q95,438.6194473684211,316.2368421052631,-122.38260526315798,,INFORMATIVE,delta_interpretable
DE,HIGH_BOTH,co2_required_base_non_negative,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
ES,HIGH_BOTH,ttl_obs,288.85923636363634,180.8181818181818,-108.04105454545451,,INFORMATIVE,delta_interpretable
ES,HIGH_BOTH,tca_q95,288.85923636363634,180.8181818181818,-108.04105454545451,,INFORMATIVE,delta_interpretable
ES,HIGH_BOTH,co2_required_base_non_negative,0.0,93.31683168316836,93.31683168316836,,INFORMATIVE,delta_interpretable
