status,code,message,scope,scenario_id,question_id,mentioned_countries,is_global
PASS,TEST_Q2_2022_001,exclude_year_2022=1 respecte: 2022 absent de tous les years_used.,HIST,,Q2,,True
PASS,TEST_Q2_001,r2 present pour les OLS (n>=3) ou justification explicite quand OLS impossible.,HIST,,Q2,,True
PASS,TEST_Q2_002,Aucun cas physiquement suspect (slope>0 et corr_vre_load fortement negative).,HIST,,Q2,,True
PASS,TEST_DATA_001,DE-2018: n_hours=8760 coherent.,HIST,,Q2,DE,False
PASS,TEST_DATA_002,DE-2018: coverage price/load ok (100.00%/99.89%).,HIST,,Q2,DE,False
PASS,TEST_DATA_003,DE-2018: prix dans plage large attendue.,HIST,,Q2,DE,False
PASS,TEST_DATA_001,DE-2019: n_hours=8760 coherent.,HIST,,Q2,DE,False
PASS,TEST_DATA_002,DE-2019: coverage price/load ok (99.99%/99.99%).,HIST,,Q2,DE,False
PASS,TEST_DATA_003,DE-2019: prix dans plage large attendue.,HIST,,Q2,DE,False
PASS,TEST_DATA_001,DE-2020: n_hours=8784 coherent.,HIST,,Q2,DE,False
PASS,TEST_DATA_002,DE-2020: coverage price/load ok (99.99%/99.99%).,HIST,,Q2,DE,False
PASS,TEST_DATA_003,DE-2020: prix dans plage large attendue.,HIST,,Q2,DE,False
PASS,TEST_DATA_001,DE-2021: n_hours=8760 coherent.,HIST,,Q2,DE,False
PASS,TEST_DATA_002,DE-2021: coverage price/load ok (99.99%/99.99%).,HIST,,Q2,DE,False
PASS,TEST_DATA_003,DE-2021: prix dans plage large attendue.,HIST,,Q2,DE,False
PASS,TEST_DATA_001,DE-2022: n_hours=8760 coherent.,HIST,,Q2,DE,False
PASS,TEST_DATA_002,DE-2022: coverage price/load ok (99.99%/99.99%).,HIST,,Q2,DE,False
PASS,TEST_DATA_003,DE-2022: prix dans plage large attendue.,HIST,,Q2,DE,False
PASS,TEST_DATA_001,DE-2023: n_hours=8760 coherent.,HIST,,Q2,DE,False
PASS,TEST_DATA_002,DE-2023: coverage price/load ok (99.99%/99.99%).,HIST,,Q2,DE,False
PASS,TEST_DATA_003,DE-2023: prix dans plage large attendue.,HIST,,Q2,DE,False
PASS,TEST_DATA_001,DE-2024: n_hours=8784 coherent.,HIST,,Q2,DE,False
PASS,TEST_DATA_002,DE-2024: coverage price/load ok (99.99%/99.99%).,HIST,,Q2,DE,False
PASS,TEST_DATA_003,DE-2024: prix dans plage large attendue.,HIST,,Q2,DE,False
PASS,TEST_DATA_001,ES-2018: n_hours=8760 coherent.,HIST,,Q2,ES,False
PASS,TEST_DATA_002,ES-2018: coverage price/load ok (99.99%/99.97%).,HIST,,Q2,ES,False
PASS,TEST_DATA_003,ES-2018: prix dans plage large attendue.,HIST,,Q2,ES,False
PASS,TEST_DATA_001,ES-2019: n_hours=8760 coherent.,HIST,,Q2,ES,False
PASS,TEST_DATA_002,ES-2019: coverage price/load ok (99.99%/99.99%).,HIST,,Q2,ES,False
PASS,TEST_DATA_003,ES-2019: prix dans plage large attendue.,HIST,,Q2,ES,False
PASS,TEST_DATA_001,ES-2020: n_hours=8784 coherent.,HIST,,Q2,ES,False
PASS,TEST_DATA_002,ES-2020: coverage price/load ok (99.99%/99.99%).,HIST,,Q2,ES,False
PASS,TEST_DATA_003,ES-2020: prix dans plage large attendue.,HIST,,Q2,ES,False
PASS,TEST_DATA_001,ES-2021: n_hours=8760 coherent.,HIST,,Q2,ES,False
PASS,TEST_DATA_002,ES-2021: coverage price/load ok (99.99%/99.99%).,HIST,,Q2,ES,False
PASS,TEST_DATA_003,ES-2021: prix dans plage large attendue.,HIST,,Q2,ES,False
PASS,TEST_DATA_001,ES-2022: n_hours=8760 coherent.,HIST,,Q2,ES,False
PASS,TEST_DATA_002,ES-2022: coverage price/load ok (99.99%/99.99%).,HIST,,Q2,ES,False
PASS,TEST_DATA_003,ES-2022: prix dans plage large attendue.,HIST,,Q2,ES,False
PASS,TEST_DATA_001,ES-2023: n_hours=8760 coherent.,HIST,,Q2,ES,False
PASS,TEST_DATA_002,ES-2023: coverage price/load ok (99.99%/99.99%).,HIST,,Q2,ES,False
PASS,TEST_DATA_003,ES-2023: prix dans plage large attendue.,HIST,,Q2,ES,False
PASS,TEST_DATA_001,ES-2024: n_hours=8784 coherent.,HIST,,Q2,ES,False
PASS,TEST_DATA_002,ES-2024: coverage price/load ok (99.99%/99.99%).,HIST,,Q2,ES,False
PASS,TEST_DATA_003,ES-2024: prix dans plage large attendue.,HIST,,Q2,ES,False
PASS,TEST_Q2_2022_001,exclude_year_2022=1 respecte: 2022 absent de tous les years_used.,SCEN,HIGH_CO2,Q2,,True
PASS,TEST_Q2_001,r2 present pour les OLS (n>=3) ou justification explicite quand OLS impossible.,SCEN,HIGH_CO2,Q2,,True
PASS,TEST_Q2_002,Aucun cas physiquement suspect (slope>0 et corr_vre_load fortement negative).,SCEN,HIGH_CO2,Q2,,True
PASS,TEST_DATA_001,DE-2025: n_hours=8760 coherent.,SCEN,HIGH_CO2,Q2,DE,False
