country,scenario_id,metric,hist_value,scen_value,delta,scen_status,interpretability_status,interpretability_reason
DE,BASE,ttl_obs,283.7215,205.3204350994656,-78.40106490053441,,INFORMATIVE,delta_interpretable
DE,BASE,tca_q95,280.9753684210526,158.8684210526316,-122.10694736842105,,INFORMATIVE,delta_interpretable
DE,BASE,co2_required_base_non_negative,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
ES,BASE,ttl_obs,214.73399999999992,162.1245619248363,-52.60943807516361,,INFORMATIVE,delta_interpretable
ES,BASE,tca_q95,287.6926909090909,121.54545454545452,-166.14723636363638,,INFORMATIVE,delta_interpretable
ES,BASE,co2_required_base_non_negative,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
DE,HIGH_CO2,ttl_obs,283.7215,219.42732104511347,-64.29417895488652,,INFORMATIVE,delta_interpretable
DE,HIGH_CO2,tca_q95,280.9753684210526,203.7368421052632,-77.23852631578944,,INFORMATIVE,delta_interpretable
DE,HIGH_CO2,co2_required_base_non_negative,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
ES,HIGH_CO2,ttl_obs,214.73399999999992,167.97663412963345,-46.75736587036647,,INFORMATIVE,delta_interpretable
ES,HIGH_CO2,tca_q95,287.6926909090909,139.9090909090909,-147.7836,,INFORMATIVE,delta_interpretable
ES,HIGH_CO2,co2_required_base_non_negative,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
DE,HIGH_GAS,ttl_obs,283.7215,224.63666227906964,-59.08483772093035,,INFORMATIVE,delta_interpretable
DE,HIGH_GAS,tca_q95,280.9753684210526,191.43421052631575,-89.54115789473684,,INFORMATIVE,delta_interpretable
DE,HIGH_GAS,co2_required_base_non_negative,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
ES,HIGH_GAS,ttl_obs,214.73399999999992,175.55564987795762,-39.1783501220423,,INFORMATIVE,delta_interpretable
ES,HIGH_GAS,tca_q95,287.6926909090909,162.45454545454544,-125.23814545454547,,INFORMATIVE,delta_interpretable
ES,HIGH_GAS,co2_required_base_non_negative,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
DE,HIGH_BOTH,ttl_obs,283.7215,205.3204350994656,-78.40106490053441,,INFORMATIVE,delta_interpretable
DE,HIGH_BOTH,tca_q95,280.9753684210526,236.30263157894737,-44.67273684210525,,INFORMATIVE,delta_interpretable
DE,HIGH_BOTH,co2_required_base_non_negative,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
ES,HIGH_BOTH,ttl_obs,214.73399999999992,162.1245619248363,-52.60943807516361,,INFORMATIVE,delta_interpretable
ES,HIGH_BOTH,tca_q95,287.6926909090909,180.8181818181818,-106.8745090909091,,INFORMATIVE,delta_interpretable
ES,HIGH_BOTH,co2_required_base_non_negative,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
