status,code,message,question_id,mentioned_countries,is_global
INFO,Q5_DISTRIBUTIONAL_FIT,Erreur distributionnelle p90/p95=10.9 EUR/MWh (acceptable).,Q5,,True
INFO,Q5_LOW_CORR_CD,Corr horaire faible mais non bloquante (fit distributionnel prioritaire).,Q5,,True
INFO,Q5_TARGET_ALREADY_MET,ttl_target <= ttl_anchor_formula: deltas requis fixes a 0.,Q5,,True
INFO,Q5_DISTRIBUTIONAL_FIT,Erreur distributionnelle p90/p95=20.8 EUR/MWh (acceptable).,Q5,,True
INFO,Q5_LOW_CORR_CD,Corr horaire faible mais non bloquante (fit distributionnel prioritaire).,Q5,,True
INFO,Q5_TARGET_ALREADY_MET,ttl_target <= ttl_anchor_formula: deltas requis fixes a 0.,Q5,,True
INFO,Q5_DISTRIBUTIONAL_FIT,Erreur distributionnelle p90/p95=41.2 EUR/MWh (acceptable).,Q5,,True
INFO,Q5_LOW_CORR_CD,Corr horaire faible mais non bloquante (fit distributionnel prioritaire).,Q5,,True
INFO,Q5_TARGET_ALREADY_MET,ttl_target <= ttl_anchor_formula: deltas requis fixes a 0.,Q5,,True
INFO,Q5_DISTRIBUTIONAL_FIT,Erreur distributionnelle p90/p95=34.1 EUR/MWh (acceptable).,Q5,,True
INFO,Q5_LOW_CORR_CD,Corr horaire faible mais non bloquante (fit distributionnel prioritaire).,Q5,,True
INFO,Q5_TARGET_ALREADY_MET,ttl_target <= ttl_anchor_formula: deltas requis fixes a 0.,Q5,,True
INFO,Q5_DISTRIBUTIONAL_FIT,Erreur distributionnelle p90/p95=22.9 EUR/MWh (acceptable).,Q5,,True
INFO,Q5_LOW_CORR_CD,Corr horaire faible mais non bloquante (fit distributionnel prioritaire).,Q5,,True
INFO,Q5_TARGET_ALREADY_MET,ttl_target <= ttl_anchor_formula: deltas requis fixes a 0.,Q5,,True
INFO,Q5_DISTRIBUTIONAL_FIT,Erreur distributionnelle p90/p95=16.6 EUR/MWh (acceptable).,Q5,,True
INFO,Q5_LOW_CORR_CD,Corr horaire faible mais non bloquante (fit distributionnel prioritaire).,Q5,,True
INFO,Q5_TARGET_ALREADY_MET,ttl_target <= ttl_anchor_formula: deltas requis fixes a 0.,Q5,,True
INFO,Q5_DISTRIBUTIONAL_FIT,Erreur distributionnelle p90/p95=29.0 EUR/MWh (acceptable).,Q5,,True
INFO,Q5_LOW_CORR_CD,Corr horaire faible mais non bloquante (fit distributionnel prioritaire).,Q5,,True
INFO,Q5_TARGET_ALREADY_MET,ttl_target <= ttl_anchor_formula: deltas requis fixes a 0.,Q5,,True
