status,code,message,scope,scenario_id,question_id,mentioned_countries,is_global
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2018: signal stage2 majoritairement capture-only.,HIST,,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,ES 2019: signal stage2 majoritairement capture-only.,HIST,,Q1,ES,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,ES 2020: signal stage2 majoritairement capture-only.,HIST,,Q1,ES,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,ES 2021: signal stage2 majoritairement capture-only.,HIST,,Q1,ES,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2030: signal stage2 majoritairement capture-only.,SCEN,BASE,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2040: signal stage2 majoritairement capture-only.,SCEN,BASE,Q1,DE,False
PASS,RC_COMMON_PASS,Checks communs RC-1..RC-4 OK.,SCEN,BASE,Q1,,True
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2030: signal stage2 majoritairement capture-only.,SCEN,DEMAND_UP,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2040: signal stage2 majoritairement capture-only.,SCEN,DEMAND_UP,Q1,DE,False
PASS,RC_COMMON_PASS,Checks communs RC-1..RC-4 OK.,SCEN,DEMAND_UP,Q1,,True
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2030: signal stage2 majoritairement capture-only.,SCEN,FLEX_UP,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2040: signal stage2 majoritairement capture-only.,SCEN,FLEX_UP,Q1,DE,False
PASS,RC_COMMON_PASS,Checks communs RC-1..RC-4 OK.,SCEN,FLEX_UP,Q1,,True
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2030: signal stage2 majoritairement capture-only.,SCEN,LOW_RIGIDITY,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2040: signal stage2 majoritairement capture-only.,SCEN,LOW_RIGIDITY,Q1,DE,False
PASS,RC_COMMON_PASS,Checks communs RC-1..RC-4 OK.,SCEN,LOW_RIGIDITY,Q1,,True
PASS,BUNDLE_LEDGER_STATUS,"ledger: FAIL=0, WARN=0",BUNDLE,,Q1,,True
WARN,BUNDLE_INFORMATIVENESS,share_tests_informatifs=100.00% ; share_compare_informatifs=21.43%,BUNDLE,,Q1,,True
