country,year,n_hours_expected,n_hours_with_price,n_hours_with_load,n_hours_with_vre,n_hours_with_must_run,missing_share_price,missing_share_load,missing_share_generation,missing_share_net_position,load_net_mode,must_run_mode,entsoe_code_used,data_version_hash,load_total_twh,load_net_twh,gen_solar_twh,gen_wind_on_twh,gen_wind_off_twh,gen_vre_twh,gen_primary_twh,gen_must_run_twh,exports_twh,vre_penetration_pct_gen,pv_penetration_pct_gen,wind_penetration_pct_gen,vre_penetration_proxy,baseload_price_eur_mwh,peakload_price_eur_mwh,offpeak_price_eur_mwh,capture_rate_pv_eur_mwh,capture_rate_wind_eur_mwh,capture_ratio_pv,capture_ratio_wind,capture_price_pv_eur_mwh,capture_price_wind_eur_mwh,capture_ratio_pv_vs_baseload,capture_ratio_wind_vs_baseload,capture_ratio_pv_vs_ttl,capture_ratio_wind_vs_ttl,h_negative,h_negative_obs,h_below_5,h_below_5_obs,days_spread_50_obs,days_spread_gt50,avg_daily_spread_obs,max_daily_spread_obs,surplus_twh,surplus_unabsorbed_twh,sr_energy_share_load,sr_energy_share_gen,sr_energy,sr_hours,far_observed,far_energy,ir_p10,ir_mean,ttl_price_based_eur_mwh,ttl_eur_mwh,tca_ccgt_median_eur_mwh,tca_method,h_regime_a,h_regime_b,h_regime_c,h_regime_d,regime_coherence,nrl_price_corr,completeness,quality_flag,scenario_id,mode,horizon_year,calib_mustrun_scale,calib_vre_scale_pv,calib_vre_scale_wind_on,calib_vre_scale_wind_off,calib_export_cap_eff_gw,calib_export_coincidence_used,calib_flex_realization_factor,calib_price_b_floor,calib_price_b_intercept,calib_price_b_slope_surplus_norm,vre_penetration_share_gen,pv_penetration_share_gen,wind_penetration_share_gen,sr_hours_share,p10_load_mw,p10_must_run_mw,p50_load_mw,p50_must_run_mw,ir_p10_excess
DE,2030,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,minus_psh_pump,observed,SCEN:BASE,3c673d51e6f45cac5ae37faaed11ee61d33aef687f7d60b6535c9c52727efc1f,525.9034,524.423312869,31.697453747499996,98.74950692264126,21.756967075256217,152.20392774539746,176.5478818501475,22.6446,3.4586516,0.8621113215880268,0.17954026644400387,0.6825710551440229,0.2902310481063944,126.8851482532473,134.8957779383934,122.4272072131127,122.4715392464344,121.69258827712454,0.9652157162002611,0.9590766922086181,122.4715392464344,121.69258827712454,0.9652157162002611,0.9590766922086181,0.5978761206044051,0.5940734723602696,0,0,0,0,121,121,32.443118408552564,95.37989405474895,0.0,0.0,0.0,0.0,0.0,0.0,,,0.05069604702394818,0.04318000257485993,204.84433986529757,204.84433986529757,,none,0,0,7884,876,1.0,0.6729421509073772,1.0,OK,BASE,SCEN,2030,9425.893,21.1595,38.4164,5.8601,1.6500000000000001,0.45,0.8914973010374386,-26.5825,0.10500000000000001,-21.08173750012614,,,,,,,,,
DE,2040,8784,8784,8784,8784,8784,0.0,0.0,0.0,0.0,minus_psh_pump,observed,SCEN:BASE,61e8ec3925a709261922e373bc87c0c11ab25ca49e1bf3b6db221fa86737697c,617.3648,615.8812870144999,36.75064727891181,109.3064128317157,25.451076930673285,171.50813704130078,195.91705033430082,22.70664,3.4966016,0.8754120008883853,0.18758268979755854,0.687829311090827,0.2784759671343333,138.01219566964647,145.97391811676596,133.6002857785675,133.15273800112763,132.62324489460528,0.9647896503280717,0.9609530828134893,133.15273800112763,132.62324489460528,0.9647896503280717,0.9609530828134893,0.6001143033753848,0.5977278981723613,0,0,0,0,122,122,35.457981764211375,103.1412567759477,0.0,0.0,0.0,0.0,0.0,0.0,,,0.043264048243779316,0.036868533723554114,221.8789608116333,221.8789608116333,,none,0,0,7905,879,1.0,0.6808902763526699,1.0,OK,BASE,SCEN,2040,9425.893,24.5451,42.3232,6.8368,1.6500000000000001,0.45,0.8914973010374386,-26.5825,0.10500000000000001,-21.08173750012614,,,,,,,,,
ES,2030,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,minus_psh_pump,observed,SCEN:BASE,f4745b5be052577b9c5a1b8dffadc62e0e29186528f69bdfb370d4d96195da76,256.5926,255.23969,31.101249710331462,46.29946036015223,0.0,77.4007100704837,120.57657087048369,22.644600000000004,6.6676834000000005,0.6419216395996451,0.2579377526313848,0.38398388696826025,0.30324715592031826,98.66115688731401,97.31064458352448,99.4127213037086,92.13420270147233,96.19877619118401,0.9338447430400959,0.9750420451795188,92.13420270147233,96.19877619118401,0.9338447430400959,0.9750420451795188,0.5703919152839889,0.5955552074125496,0,0,0,0,197,197,41.31304690736875,79.58802578261405,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0944955713769326,0.08871896059738986,161.5278902675193,161.5278902675193,,none,0,0,7884,876,1.0,0.7162492897942901,1.0,OK,BASE,SCEN,2030,6237.200000000001,13.6049,14.0905,2.1494,1.6500000000000001,0.45,0.8687903652597629,-0.02,8.33,-19.73003920827475,,,,,,,,,
ES,2040,8784,8784,8784,8784,8784,0.0,0.0,0.0,0.0,minus_psh_pump,observed,SCEN:BASE,dce1e53ca70c1a732fd92714fb132f899b3a6ee779f8d2b7648d26108105465b,301.2174,299.86286160000003,36.137043115351815,51.0458476562065,0.0,87.18289077155832,130.46665917155832,22.70664,6.671025300000001,0.6682388537052703,0.27698297285157797,0.39125588085369223,0.290742542462145,105.51371698585235,104.257888452442,106.20962196933453,98.40603141928085,103.01805804292654,0.9326373312436285,0.976347540260946,98.40603141928085,103.01805804292654,0.9326373312436285,0.976347540260946,0.5701749971834855,0.5968975692577833,0,0,0,0,198,198,44.54542933422071,85.78810122554783,0.0,0.0,0.0,0.0,0.0,0.0,,,0.08064739954379686,0.07572341529338623,172.5891733334165,172.5891733334165,,none,0,0,7905,879,1.0,0.7218755416093814,1.0,OK,BASE,SCEN,2040,6237.200000000001,15.7817,15.5234,2.5076,1.6500000000000001,0.45,0.8687903652597629,-0.02,8.33,-19.73003920827475,,,,,,,,,
DE,2025,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,entsoe_total_load_no_pumping_adjust,observed,SCEN:BASE,5f11be867d20978ee3bb435bae265e1b036c3e37b66965d74a6f42d936314a4c,480.17270000000013,480.17270000000013,31.697453747499996,93.72828455868506,19.943855546237707,145.36959385242278,169.71354795717278,22.6446,3.4586516,85.6558569437879,18.67703205138275,66.97882489240514,0.30274439561520833,121.26224202715035,125.28668552736826,119.0226263479246,116.70794685121577,116.19498788609418,0.9624425946626083,0.9582124323586099,116.70794685121577,116.19498788609418,0.9624425946626083,0.9582124323586099,0.5947668981791557,0.592152757318915,0,0,0,0,121,121,31.01223866591052,91.3878440192006,0.0,0.0,0.0,0.0,0.0,0.0,,,0.055270510106827694,0.047159282483156574,196.2246843402186,196.2246843402186,,none,0,0,7884,876,1.0,0.6702923995696501,1.0,OK,BASE,SCEN,2025,9425.893,19.466700000000003,36.46300000000001,5.3717500000000005,1.6500000000000001,0.45,0.8914973010374386,-26.5825,0.10500000000000001,-21.08173750012614,0.856558569437879,0.1867703205138275,0.6697882489240514,0.0,42620.312833719305,2355.646431232241,54781.97026983656,2586.265437959775,-0.9447294898931723
DE,2026,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,entsoe_total_load_no_pumping_adjust,observed,SCEN:BASE,670dfcd0790aa840387d7ed6d6b52fce3e5dad5243a8f8a42c55e70a50dee933,489.31884000000014,489.31884000000014,31.697453747499996,94.7325290314763,20.306477852041407,146.73646063101768,171.0804147357677,22.6446,3.4586516,85.77046113528012,18.52780974166824,67.2426513936119,0.2998790331290282,122.39580981383992,124.14454528419614,121.42263293161605,117.85113444878147,117.3004428347682,0.9628690281802068,0.9583697596607139,117.85113444878147,117.3004428347682,0.9628690281802068,0.9583697596607139,0.5953586668791305,0.5925766908997399,0,0,0,0,121,121,31.28214042155566,92.17062995545699,0.0,0.0,0.0,0.0,0.0,0.0,,,0.05423741719892237,0.04627780119808997,197.94980908996754,197.94980908996754,,none,0,0,7884,876,1.0,0.6708233841731053,1.0,OK,BASE,SCEN,2026,9425.893,19.80526,36.85368,5.46942,1.6500000000000001,0.45,0.8914973010374386,-26.5825,0.10500000000000001,-21.08173750012614,0.8577046113528012,0.18527809741668239,0.672426513936119,0.0,43432.12772453045,2355.646431232241,55825.435609627355,2586.265437959775,-0.9457625828010776
DE,2027,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,entsoe_total_load_no_pumping_adjust,observed,SCEN:BASE,cb93c2be7aee8c010544058618001b2a18066957b0ebd2ae2cf04e35449c62d2,498.46498000000014,498.46498000000014,31.697453747499996,95.73677350426752,20.669100157845104,148.10332740961263,172.44728151436263,22.6446,3.4586516,85.88324855516933,18.380952989891007,67.50229556527833,0.2971188214859399,123.5293881311417,124.58234052474576,122.9434167564495,119.04392808091033,118.40581201771491,0.9636891259797264,0.9585234235274647,119.04392808091033,118.40581201771491,0.9636891259797264,0.9585234235274647,0.5961599405699679,0.5929643199243456,0,0,0,0,121,121,31.551548932613205,92.95341589171342,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0532422359307423,0.04542866782737675,199.68454768546937,199.68454768546937,,none,0,0,7884,876,1.0,0.6713228874727939,1.0,OK,BASE,SCEN,2027,9425.893,20.14382,37.24436,5.56709,1.6500000000000001,0.45,0.8914973010374386,-26.5825,0.10500000000000001,-21.08173750012614,0.8588324855516933,0.18380952989891006,0.6750229556527833,0.0,44243.9426153416,2355.646431232241,56868.90094941815,2586.265437959775,-0.9467577640692577
DE,2028,8784,8784,8784,8784,8784,0.0,0.0,0.0,0.0,entsoe_total_load_no_pumping_adjust,observed,SCEN:BASE,6150f8ee278519829d15b539a9cc9e551eba5ca7c9471bdc111749a79e42162f,507.61112,507.61112,31.72202261,97.19849206057513,21.087971354113154,150.0084860246883,174.41739931768828,22.70664,3.4966016,86.00545966830926,18.187418648652535,67.81804101965672,0.2955185182402787,124.61904946876905,127.11386896557539,123.24478449171473,120.15635965889147,119.45247632437783,0.964189344816051,0.958541064416592,120.15635965889147,119.45247632437783,0.964189344816051,0.958541064416592,0.5968244187977532,0.5933281846973266,0,0,0,0,120,120,31.51110942977977,93.68193207681173,0.0,0.0,0.0,0.0,0.0,0.0,,,0.05242090399684957,0.04473235338106856,201.32614530239093,201.32614530239093,,none,0,0,7905,879,1.0,0.6720054159929238,1.0,OK,BASE,SCEN,2028,9425.893,20.482380000000003,37.63504,5.66476,1.6500000000000001,0.45,0.8914973010374386,-26.5825,0.10500000000000001,-21.08173750012614,0.8600545966830926,0.18187418648652537,0.6781804101965672,0.0,44945.5406096182,2356.0858693832993,57752.532861835556,2586.504602787825,-0.9475790960031504
DE,2029,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,entsoe_total_load_no_pumping_adjust,observed,SCEN:BASE,f0124f340c0921ae523324f25fc3aed1fb8efb33caf6fe63ee057e98c6005200,516.7572600000001,516.7572600000001,31.697453747499996,97.74526244985003,21.394344769452513,150.83706096680254,175.18101507155257,22.6446,3.4586516,86.10354318656805,18.094114670218797,68.00942851634925,0.29189151782173806,125.79657467555668,136.4886748817877,119.84638671430658,121.38408649738994,120.63374954154446,0.9649236222087363,0.9589589370988223,121.38408649738994,120.63374954154446,0.9649236222087363,0.9589589370988223,0.5975438901340415,0.5938501665460085,0,0,0,0,120,120,31.88094650291234,94.51898776422622,0.0,0.0,0.0,0.0,0.0,0.0,,,0.05135755628933543,0.04382057448017275,203.13836105019996,203.13836105019996,,none,0,0,7884,876,1.0,0.6722364106138063,1.0,OK,BASE,SCEN,2029,9425.893,20.82094,38.02572000000001,5.76243,1.6500000000000001,0.45,0.8914973010374386,-26.5825,0.10500000000000001,-21.08173750012614,0.8610354318656804,0.18094114670218797,0.6800942851634925,0.0,45867.57239696389,2355.646431232241,58955.83162899973,2586.265437959775,-0.9486424437106645
DE,2031,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,entsoe_total_load_no_pumping_adjust,observed,SCEN:BASE,db07bcad2c8a309d42ba792a75e9c712a2b790f17e1f0144acd10e28ebc37e07,535.0495400000001,535.0495400000001,32.15984738746886,99.7537513954325,22.11958938105992,154.03318816396126,178.37714226871128,22.6446,3.4586516,86.35253721686058,18.029130290148135,68.32340692671245,0.28788584355004065,128.0494943746868,132.6245371755476,125.50346842367472,123.67992919306752,122.83307972342288,0.9658759669223415,0.9592625126968475,123.67992919306752,122.83307972342288,0.9658759669223415,0.9592625126968475,0.5987315978164085,0.594632019660289,0,0,0,0,121,121,32.65547894773701,96.08452011730196,0.0,0.0,0.0,0.0,0.0,0.0,,,0.049601743547658686,0.042322436161705695,206.569904852411,206.569904852411,,none,0,0,7884,876,1.0,0.6735034503113816,1.0,OK,BASE,SCEN,2031,9425.893,21.49806,38.80708,5.95777,1.6500000000000001,0.45,0.8914973010374386,-26.5825,0.10500000000000001,-21.08173750012614,0.8635253721686058,0.18029130290148135,0.6832340692671245,0.0,47491.20217858617,2355.646431232241,61042.76230858132,2586.265437959775,-0.9503982564523413
