status,code,message,scope,scenario_id,question_id,mentioned_countries,is_global
INFO,Q1_CAPTURE_ONLY_SIGNAL,DE 2018: capture-only sans low-price ni stress physique.,HIST,,Q1,DE,False
INFO,Q1_CAPTURE_ONLY_SIGNAL,DE 2021: capture-only sans low-price ni stress physique.,HIST,,Q1,DE,False
INFO,Q1_CAPTURE_ONLY_SIGNAL,DE 2022: capture-only sans low-price ni stress physique.,HIST,,Q1,DE,False
INFO,RC_NEG_NOT_IN_AB,DE-2018: 33.8% des heures negatives en regime A/B (check legacy).,HIST,,Q1,DE,False
WARN,RC_NEG_NOT_IN_AB_OR_LOW_RESIDUAL,"DE-2018: 33.8% des heures negatives expliquees par A/B ou low residual (nrl_neg_p10=-3039.5, p50=2341.7, p90=8765.7; causes=price_or_regime_mapping).",HIST,,Q1,DE,False
INFO,RC_NEG_NOT_IN_AB,DE-2019: 44.1% des heures negatives en regime A/B (check legacy).,HIST,,Q1,DE,False
WARN,RC_NEG_NOT_IN_AB_OR_LOW_RESIDUAL,"DE-2019: 44.1% des heures negatives expliquees par A/B ou low residual (nrl_neg_p10=-4050.2, p50=580.8, p90=5229.3; causes=price_or_regime_mapping).",HIST,,Q1,DE,False
INFO,RC_NEG_NOT_IN_AB,DE-2020: 36.9% des heures negatives en regime A/B (check legacy).,HIST,,Q1,DE,False
WARN,RC_NEG_NOT_IN_AB_OR_LOW_RESIDUAL,"DE-2020: 36.9% des heures negatives expliquees par A/B ou low residual (nrl_neg_p10=-3662.8, p50=1184.0, p90=5399.3; causes=price_or_regime_mapping).",HIST,,Q1,DE,False
INFO,RC_NEG_NOT_IN_AB,DE-2021: 41.0% des heures negatives en regime A/B (check legacy).,HIST,,Q1,DE,False
WARN,RC_NEG_NOT_IN_AB_OR_LOW_RESIDUAL,"DE-2021: 41.0% des heures negatives expliquees par A/B ou low residual (nrl_neg_p10=-4056.4, p50=598.4, p90=5182.9; causes=price_or_regime_mapping).",HIST,,Q1,DE,False
WARN,BUNDLE_LEDGER_STATUS,"ledger: FAIL=0, WARN=1",BUNDLE,,Q1,,True
WARN,BUNDLE_INFORMATIVENESS,share_tests_informatifs=100.00% ; share_compare_informatifs=4.76%,BUNDLE,,Q1,,True
PASS,Q1_S02_NO_SENSITIVITY,Q1-S-02: au moins un scenario non-BASE montre une sensibilite observable.,BUNDLE,,Q1,,True
