country,year,must_run_scope_coverage,lowload_p20_mw,ir_p10,scope_status,scope_reason,load_net_mode,must_run_mode_hourly
DE,2025,0.1521996465031155,50075.298459928,0.0473199967771011,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
DE,2026,0.1509219545366387,51031.42654868853,0.0464299321527769,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
DE,2027,0.1496655360269143,51987.554637449066,0.0455727326612671,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
DE,2028,0.148211797052888,52805.37987291955,0.0448489623986456,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
DE,2029,0.1474049706393159,53898.966801440496,0.0439514728520209,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
DE,2030,0.1462631889125473,54856.49580205704,0.043183658245714,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
DE,2031,0.1448944714045578,55812.51168333044,0.042441220111366,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
DE,2032,0.1433301250781832,56620.45154114711,0.0418175303770598,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
DE,2033,0.1422094303135629,57722.94497440427,0.0410303844696115,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
DE,2034,0.1408983066271391,58677.84146158451,0.0403595659356677,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
DE,2035,0.1396111383293088,59633.08855175903,0.0397103293932768,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
ES,2025,0.1723940537766043,24755.104562890923,0.0817745533600492,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
ES,2026,0.1712345823056705,25231.397084239605,0.0802316087654547,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
ES,2027,0.1700906031629967,25703.833662286084,0.0787415507152631,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
ES,2028,0.1691761354398991,26105.19625066548,0.0775275074724599,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
ES,2029,0.1678712037862895,26649.830137310768,0.0759361142161389,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
ES,2030,0.1668460707943427,27125.294546534587,0.0746036766058186,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
ES,2031,0.1658043002925653,27598.843703393308,0.073327169977397,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
ES,2032,0.1649514105467905,27999.48618508451,0.0723022377695613,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
ES,2033,0.1636828678220964,28552.65090699582,0.0709005437054141,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
ES,2034,0.1626401634683965,29029.55450879708,0.0697455587460696,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
ES,2035,0.161765214354682,29506.007368299663,0.0686200093139341,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
