country,scenario_id,metric,hist_value,scen_value,delta,scen_status,interpretability_status,interpretability_reason
DE,BASE,far_after,1.0,1.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
DE,BASE,surplus_unabs_energy_after,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
DE,BASE,pv_capture_price_after,46.22796099131209,126.82297211144484,80.59501112013275,,INFORMATIVE,delta_interpretable
ES,BASE,far_after,0.9994023008613372,1.0,0.0005976991386628,,INFORMATIVE,delta_interpretable
ES,BASE,surplus_unabs_energy_after,0.002132,0.0,-0.002132,,INFORMATIVE,delta_interpretable
ES,BASE,pv_capture_price_after,42.80117347476487,92.20721069322856,49.40603721846371,,INFORMATIVE,delta_interpretable
DE,FLEX_UP,far_after,1.0,1.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
DE,FLEX_UP,surplus_unabs_energy_after,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
DE,FLEX_UP,pv_capture_price_after,46.22796099131209,126.80559261889626,80.57763162758417,,INFORMATIVE,delta_interpretable
ES,FLEX_UP,far_after,0.9994023008613372,1.0,0.0005976991386628,,INFORMATIVE,delta_interpretable
ES,FLEX_UP,surplus_unabs_energy_after,0.002132,0.0,-0.002132,,INFORMATIVE,delta_interpretable
ES,FLEX_UP,pv_capture_price_after,42.80117347476487,92.17667373732804,49.375500262563165,,INFORMATIVE,delta_interpretable
DE,HIGH_CO2,far_after,1.0,1.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
DE,HIGH_CO2,surplus_unabs_energy_after,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
DE,HIGH_CO2,pv_capture_price_after,46.22796099131209,138.25894900423287,92.0309880129208,,INFORMATIVE,delta_interpretable
ES,HIGH_CO2,far_after,0.9994023008613372,1.0,0.0005976991386628,,INFORMATIVE,delta_interpretable
ES,HIGH_CO2,surplus_unabs_energy_after,0.002132,0.0,-0.002132,,INFORMATIVE,delta_interpretable
ES,HIGH_CO2,pv_capture_price_after,42.80117347476487,96.83590884777534,54.03473537301048,,INFORMATIVE,delta_interpretable
DE,HIGH_GAS,far_after,1.0,1.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
DE,HIGH_GAS,surplus_unabs_energy_after,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
DE,HIGH_GAS,pv_capture_price_after,46.22796099131209,141.91443721922963,95.68647622791757,,INFORMATIVE,delta_interpretable
ES,HIGH_GAS,far_after,0.9994023008613372,1.0,0.0005976991386628,,INFORMATIVE,delta_interpretable
ES,HIGH_GAS,surplus_unabs_energy_after,0.002132,0.0,-0.002132,,INFORMATIVE,delta_interpretable
ES,HIGH_GAS,pv_capture_price_after,42.80117347476487,102.51866697811,59.71749350334514,,INFORMATIVE,delta_interpretable
DE,HIST_PRICE_ARBITRAGE_SIMPLE,far_after,1.0,1.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
ES,HIST_PRICE_ARBITRAGE_SIMPLE,far_after,0.9994023008613372,0.9994023008613372,0.0,,FRAGILE,delta_quasi_nul_vs_historique
DE,HIST_PV_COLOCATED,far_after,1.0,1.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
ES,HIST_PV_COLOCATED,far_after,0.9994023008613372,0.9994023008613372,0.0,,FRAGILE,delta_quasi_nul_vs_historique
