country,scenario_id,metric,hist_value,scen_value,delta,scen_status,interpretability_status,interpretability_reason
DE,BASE,ttl_obs,283.7215,209.6671278473237,-74.05437215267625,,INFORMATIVE,delta_interpretable
DE,BASE,tca_q95,280.9753684210526,172.18421052631578,-108.79115789473684,,INFORMATIVE,delta_interpretable
DE,BASE,co2_required_base_non_negative,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
ES,BASE,ttl_obs,214.73399999999992,165.00233562425905,-49.73166437574088,,INFORMATIVE,delta_interpretable
ES,BASE,tca_q95,287.6926909090909,130.67272727272726,-157.01996363636366,,INFORMATIVE,delta_interpretable
ES,BASE,co2_required_base_non_negative,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
DE,HIGH_CO2,ttl_obs,283.7215,224.6681962212943,-59.0533037787057,,INFORMATIVE,delta_interpretable
DE,HIGH_CO2,tca_q95,280.9753684210526,221.5394736842105,-59.4358947368421,,INFORMATIVE,delta_interpretable
DE,HIGH_CO2,co2_required_base_non_negative,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
ES,HIGH_CO2,ttl_obs,214.73399999999992,171.07368482074,-43.660315179259925,,INFORMATIVE,delta_interpretable
ES,HIGH_CO2,tca_q95,287.6926909090909,150.87272727272727,-136.81996363636364,,INFORMATIVE,delta_interpretable
ES,HIGH_CO2,co2_required_base_non_negative,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
DE,HIGH_GAS,ttl_obs,283.7215,229.76258574676663,-53.95891425323336,,INFORMATIVE,delta_interpretable
DE,HIGH_GAS,tca_q95,280.9753684210526,206.92105263157896,-74.05431578947366,,INFORMATIVE,delta_interpretable
DE,HIGH_GAS,co2_required_base_non_negative,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
ES,HIGH_GAS,ttl_obs,214.73399999999992,178.7770385613481,-35.95696143865183,,INFORMATIVE,delta_interpretable
ES,HIGH_GAS,tca_q95,287.6926909090909,174.3090909090909,-113.3836,,INFORMATIVE,delta_interpretable
ES,HIGH_GAS,co2_required_base_non_negative,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
DE,HIGH_BOTH,ttl_obs,283.7215,209.6671278473237,-74.05437215267625,,INFORMATIVE,delta_interpretable
DE,HIGH_BOTH,tca_q95,280.9753684210526,256.2763157894737,-24.699052631578923,,INFORMATIVE,delta_interpretable
DE,HIGH_BOTH,co2_required_base_non_negative,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
ES,HIGH_BOTH,ttl_obs,214.73399999999992,165.00233562425905,-49.73166437574088,,INFORMATIVE,delta_interpretable
ES,HIGH_BOTH,tca_q95,287.6926909090909,194.5090909090909,-93.1836,,INFORMATIVE,delta_interpretable
ES,HIGH_BOTH,co2_required_base_non_negative,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
