country,driver_name,corr_capture_pv,elasticity_capture_pv,expected_sign,observed_sign,sign_conflict
DE,sr_energy,-0.4732381125405622,-0.106737667300861,-1,-1,False
DE,far_energy,-0.5551291900716333,-31.911034221754573,1,-1,True
DE,vre_penetration_share_gen,-0.5780169387256927,-0.7853657171176097,-1,-1,False
DE,nrl_p10_proxy,-0.5021287687605718,-3.441089920388856,1,-1,True
DE,nrl_p50_proxy,-0.2856026532774741,-3.182944859439354,1,-1,True
DE,nrl_p90_proxy,0.5501950875488749,2.3099612670182608,1,1,False
DE,exports_pos_share_proxy,0.7680427217306672,0.6570902854539116,1,1,False
DE,ir_p10,0.663355208069641,0.9407524321337428,-1,1,True
ES,sr_energy,-0.7273439725515087,-0.1672930199639397,-1,-1,False
ES,far_energy,0.6680767654718635,835.3854542558162,1,1,False
ES,vre_penetration_share_gen,-0.8998273546150982,-1.392548122986041,-1,-1,False
ES,nrl_p10_proxy,0.4816356124716308,3.310495647711506,1,1,False
ES,nrl_p50_proxy,0.6138649146023049,3.4224004011800058,1,1,False
ES,nrl_p90_proxy,0.6755728430025111,5.156311783126873,1,1,False
ES,exports_pos_share_proxy,-0.5934816679251145,-0.2566432560417713,1,-1,True
ES,ir_p10,0.1572265236773891,2.0966226813438924,-1,1,True
