country,tech,scenario_id,metric,hist_value,scen_value,delta,scen_status,interpretability_status,interpretability_reason
DE,PV,BASE,slope,-2.327766838978395,,,,NON_TESTABLE,delta_non_interpretable_nan
DE,WIND,BASE,slope,0.5350253354052343,,,,NON_TESTABLE,delta_non_interpretable_nan
ES,PV,BASE,slope,-3.115488502913144,,,,NON_TESTABLE,delta_non_interpretable_nan
ES,WIND,BASE,slope,-4.980736473613575,,,,NON_TESTABLE,delta_non_interpretable_nan
DE,PV,HIGH_CO2,slope,-2.327766838978395,,,,NON_TESTABLE,delta_non_interpretable_nan
DE,WIND,HIGH_CO2,slope,0.5350253354052343,,,,NON_TESTABLE,delta_non_interpretable_nan
ES,PV,HIGH_CO2,slope,-3.115488502913144,,,,NON_TESTABLE,delta_non_interpretable_nan
ES,WIND,HIGH_CO2,slope,-4.980736473613575,,,,NON_TESTABLE,delta_non_interpretable_nan
DE,PV,HIGH_GAS,slope,-2.327766838978395,,,,NON_TESTABLE,delta_non_interpretable_nan
DE,WIND,HIGH_GAS,slope,0.5350253354052343,,,,NON_TESTABLE,delta_non_interpretable_nan
ES,PV,HIGH_GAS,slope,-3.115488502913144,,,,NON_TESTABLE,delta_non_interpretable_nan
ES,WIND,HIGH_GAS,slope,-4.980736473613575,,,,NON_TESTABLE,delta_non_interpretable_nan
