country,tech,scenario_id,metric,hist_value,scen_value,delta,scen_status,interpretability_status,interpretability_reason
DE,PV,BASE,slope,-0.0227295312330323,-3.905118072810234e-05,0.0226904800523042,,INFORMATIVE,delta_interpretable
DE,WIND,BASE,slope,0.0058187634834266,1.8165937824092164e-06,-0.0058169468896442,,INFORMATIVE,delta_interpretable
ES,PV,BASE,slope,,2.820662840585422e-05,,,NON_TESTABLE,delta_non_interpretable_nan
ES,WIND,BASE,slope,,1.5742976986985832e-05,,,NON_TESTABLE,delta_non_interpretable_nan
DE,PV,HIGH_CO2,slope,-0.0227295312330323,-3.990966708010697e-05,0.0226896215659522,,INFORMATIVE,delta_interpretable
DE,WIND,HIGH_CO2,slope,0.0058187634834266,1.5035172602400752e-06,-0.0058172599661664,,INFORMATIVE,delta_interpretable
ES,PV,HIGH_CO2,slope,,2.8482536813608643e-05,,,NON_TESTABLE,delta_non_interpretable_nan
ES,WIND,HIGH_CO2,slope,,1.5188045379845756e-05,,,NON_TESTABLE,delta_non_interpretable_nan
DE,PV,HIGH_GAS,slope,-0.0227295312330323,-3.818113932333451e-05,0.022691350093709,,INFORMATIVE,delta_interpretable
DE,WIND,HIGH_GAS,slope,0.0058187634834266,1.567878306112553e-06,-0.0058171956051205,,INFORMATIVE,delta_interpretable
ES,PV,HIGH_GAS,slope,,2.7310489716200115e-05,,,NON_TESTABLE,delta_non_interpretable_nan
ES,WIND,HIGH_GAS,slope,,1.4602802259567769e-05,,,NON_TESTABLE,delta_non_interpretable_nan
