status,code,message,scope,scenario_id,question_id,mentioned_countries,is_global
INFO,Q5_DISTRIBUTIONAL_FIT,Erreur distributionnelle p90/p95=6.5 EUR/MWh (acceptable).,HIST,,Q5,,True
INFO,Q5_DISTRIBUTIONAL_FIT,Erreur distributionnelle p90/p95=18.6 EUR/MWh (acceptable).,HIST,,Q5,,True
INFO,Q5_DISTRIBUTIONAL_FIT,Erreur distributionnelle p90/p95=14.2 EUR/MWh (acceptable).,HIST,,Q5,,True
INFO,Q5_ALPHA_NEGATIVE,Alpha negatif mais TTL deja au-dessus de la cible (lecture normale).,HIST,,Q5,,True
WARN,Q5_DISTRIBUTIONAL_FIT,Erreur distributionnelle p90/p95=58.0 EUR/MWh (a revoir).,HIST,,Q5,,True
INFO,Q5_DISTRIBUTIONAL_FIT,Erreur distributionnelle p90/p95=36.1 EUR/MWh (acceptable).,HIST,,Q5,,True
WARN,Q5_DISTRIBUTIONAL_FIT,Erreur distributionnelle p90/p95=39.4 EUR/MWh (a revoir).,HIST,,Q5,,True
INFO,Q5_ALPHA_NEGATIVE,Alpha negatif mais TTL deja au-dessus de la cible (lecture normale).,HIST,,Q5,,True
INFO,Q5_DISTRIBUTIONAL_FIT,Erreur distributionnelle p90/p95=12.4 EUR/MWh (acceptable).,HIST,,Q5,,True
INFO,Q5_DISTRIBUTIONAL_FIT,Erreur distributionnelle p90/p95=24.9 EUR/MWh (acceptable).,SCEN,BASE,Q5,,True
INFO,Q5_LOW_CORR_CD,Corr horaire faible mais non bloquante (fit distributionnel prioritaire).,SCEN,BASE,Q5,,True
INFO,Q5_DISTRIBUTIONAL_FIT,Erreur distributionnelle p90/p95=7.7 EUR/MWh (acceptable).,SCEN,BASE,Q5,,True
INFO,Q5_DISTRIBUTIONAL_FIT,Erreur distributionnelle p90/p95=42.1 EUR/MWh (acceptable).,SCEN,BASE,Q5,,True
INFO,Q5_LOW_CORR_CD,Corr horaire faible mais non bloquante (fit distributionnel prioritaire).,SCEN,BASE,Q5,,True
INFO,Q5_DISTRIBUTIONAL_FIT,Erreur distributionnelle p90/p95=37.5 EUR/MWh (acceptable).,SCEN,BASE,Q5,,True
INFO,Q5_LOW_CORR_CD,Corr horaire faible mais non bloquante (fit distributionnel prioritaire).,SCEN,BASE,Q5,,True
INFO,Q5_DISTRIBUTIONAL_FIT,Erreur distributionnelle p90/p95=49.6 EUR/MWh (acceptable).,SCEN,BASE,Q5,,True
INFO,Q5_DISTRIBUTIONAL_FIT,Erreur distributionnelle p90/p95=22.4 EUR/MWh (acceptable).,SCEN,BASE,Q5,,True
