country,year,n_hours_expected,n_hours_with_price,n_hours_with_load,n_hours_with_vre,n_hours_with_must_run,missing_share_price,missing_share_load,missing_share_generation,missing_share_net_position,load_net_mode,must_run_mode,entsoe_code_used,data_version_hash,load_total_twh,load_net_twh,gen_solar_twh,gen_wind_on_twh,gen_wind_off_twh,gen_vre_twh,gen_primary_twh,gen_must_run_twh,exports_twh,vre_penetration_pct_gen,pv_penetration_pct_gen,wind_penetration_pct_gen,vre_penetration_proxy,baseload_price_eur_mwh,peakload_price_eur_mwh,offpeak_price_eur_mwh,capture_rate_pv_eur_mwh,capture_rate_wind_eur_mwh,capture_ratio_pv,capture_ratio_wind,capture_price_pv_eur_mwh,capture_price_wind_eur_mwh,capture_ratio_pv_vs_baseload,capture_ratio_wind_vs_baseload,capture_ratio_pv_vs_ttl,capture_ratio_wind_vs_ttl,h_negative,h_negative_obs,h_below_5,h_below_5_obs,days_spread_50_obs,days_spread_gt50,avg_daily_spread_obs,max_daily_spread_obs,surplus_twh,surplus_unabsorbed_twh,sr_energy_share_load,sr_energy_share_gen,sr_energy,sr_hours,far_observed,far_energy,ir_p10,ir_mean,ttl_price_based_eur_mwh,ttl_eur_mwh,tca_ccgt_median_eur_mwh,tca_method,h_regime_a,h_regime_b,h_regime_c,h_regime_d,regime_coherence,nrl_price_corr,completeness,quality_flag,scenario_id,mode,horizon_year,calib_mustrun_scale,calib_vre_scale_pv,calib_vre_scale_wind_on,calib_vre_scale_wind_off,calib_export_cap_eff_gw,calib_export_coincidence_used,calib_flex_realization_factor,calib_price_b_floor,calib_price_b_intercept,calib_price_b_slope_surplus_norm,vre_penetration_share_gen,pv_penetration_share_gen,wind_penetration_share_gen,sr_hours_share,p10_load_mw,p10_must_run_mw,p50_load_mw,p50_must_run_mw,ir_p10_excess,must_run_scope_coverage,core_sanity_issue_count,core_sanity_issues,psh_pumping_twh,psh_pumping_coverage_share,psh_pumping_data_status,flex_sink_exports_twh,flex_sink_psh_twh,flex_sink_total_twh,share_neg_price_hours_in_AB,share_neg_price_hours_in_low_residual,share_neg_price_hours_in_AB_OR_LOW_RESIDUAL,surplus_energy_twh,absorbed_surplus_twh,unabsorbed_surplus_twh,low_residual_hours_share,low_residual_threshold_mw,residual_load_p10_mw,residual_load_p50_mw,residual_load_p90_mw,price_low_residual_median_eur_mwh,price_negative_hours_median_eur_mwh,residual_load_p50_on_negative_price_mw,h_zero_or_negative,low_price_hours_share,must_run_share_load,must_run_share_netdemand,sr_energy_denominator_kind,sr_energy_denominator_mwh,capture_price_pv_denominator_mwh,capture_price_wind_denominator_mwh,ir_p10_quality_flag,canonical_quality_flags
DE,2025,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,net_of_psh_pump,floor_quantile,SCEN:DEMAND_UP,c3ceb86a5b7e2f50b4793807b0a65033659f27cdedabe1c144828e86bf14813c,528.1899,526.709812869,31.697453747499996,93.72828455868506,19.943855546237707,145.36959385242278,169.71354795717278,19.582011821916065,3.4586516,85.6558569437879,18.67703205138275,66.97882489240514,0.2759956057408374,121.85036555022263,126.33318306521674,119.35566326575896,117.25433461052805,117.03393810365502,0.9622813528794851,0.9604726056846957,117.25433461052805,117.03393810365502,0.9622813528794851,0.9604726056846957,0.5906983989803626,0.5895880957733792,0,0,0,0,122,122,32.23395813489611,93.80673552799323,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.047319996777101185,0.03717798936619847,198.50118912278634,198.50118912278634,,none,0,0,7884,876,1.0,0.6770156455620291,1.0,OK,DEMAND_UP,SCEN,2025,9425.893,19.466700000000003,36.46300000000001,5.3717500000000005,1.6500000000000001,0.45,0.9,-43.87,-0.03,-9.362650296574857,0.856558569437879,0.1867703205138275,0.6697882489240514,0.0,46669.404653047866,2208.396077771456,60150.26454097229,2244.1658585011546,-0.9526800032228988,0.15219964650311557,0.0,,1.4800871310000001,1.0,ok,3.4586516,0.0,0.0,,,,0.0,0.0,0.0,0.1,26054.48076178609,26054.48076178609,40936.54708328767,56321.17103423666,108.95628346083416,,,0.0,0.0,0.03717798936619847,0.03683262516747928,total_gen_mw,169713547.95717278,31697453.747499995,113672140.10492277,OK,
DE,2026,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,net_of_psh_pump,floor_quantile,SCEN:DEMAND_UP,3b5af24fcf630b4bf549c52a69b1146d4781f7d45e5e0fbd047d13d19b27bc60,538.2506599999999,536.7705728689999,31.697453747499996,94.7325290314763,20.306477852041407,146.73646063101768,171.0804147357677,19.582011821916065,3.4586516,85.77046113528012,18.52780974166824,67.2426513936119,0.2733690482448058,123.01474307492921,125.25290379123004,121.76919947801125,118.45861567204823,118.1741179999653,0.9629627531709283,0.9606500411742075,118.45861567204823,118.1741179999653,0.9629627531709283,0.9606500411742075,0.5914857377570581,0.5900651883566836,0,0,0,0,123,123,32.740255460689625,94.63223510990471,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.046429932152776986,0.03648115752182842,200.2729873441224,200.2729873441224,,none,0,0,7884,876,1.0,0.6774523691631377,1.0,OK,DEMAND_UP,SCEN,2026,9425.893,19.80526,36.85368,5.46942,1.6500000000000001,0.45,0.9,-43.87,-0.03,-9.362650296574857,0.8577046113528012,0.18527809741668239,0.672426513936119,0.0,47564.05997977258,2208.396077771456,61297.37272270509,2244.1658585011546,-0.953570067847223,0.15092195453663876,0.0,,1.4800871310000001,1.0,ok,3.4586516,0.0,0.0,,,,0.0,0.0,0.0,0.1,26830.62767856925,26830.62767856925,41927.80579826506,57553.358995569324,109.98957313077155,,,0.0,0.0,0.03648115752182842,0.03614856049654818,total_gen_mw,171080414.7357677,31697453.747499995,115039006.88351771,OK,
DE,2027,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,net_of_psh_pump,floor_quantile,SCEN:DEMAND_UP,a337a335c33ffbae1ee656a31cacae0909bef64720929e378cfcf310143173d5,548.31142,546.831332869,31.697453747499996,95.73677350426752,20.669100157845104,148.10332740961263,172.44728151436263,19.582011821916065,3.4586516,85.88324855516933,18.380952989891007,67.50229556527833,0.27083913906793733,124.17912849667717,125.68498505548574,123.34111450552784,119.65973409802491,119.30395695057051,0.9636058454156957,0.9607408136526171,119.65973409802491,119.30395695057051,0.9636058454156957,0.9607408136526171,0.592136585809208,0.5903760214306343,0,0,0,0,123,123,33.031988407576364,95.45773469181621,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.045572732661267136,0.03580996670248808,202.0813051679607,202.0813051679607,,none,0,0,7884,876,1.0,0.6778590457886724,1.0,OK,DEMAND_UP,SCEN,2027,9425.893,20.14382,37.24436,5.56709,1.6500000000000001,0.45,0.9,-43.87,-0.03,-9.362650296574857,0.8588324855516933,0.18380952989891006,0.6750229556527833,0.0,48458.71530649732,2208.396077771456,62444.48090443791,2244.1658585011546,-0.9544272673387328,0.1496655360269143,0.0,,1.4800871310000001,1.0,ok,3.4586516,0.0,0.0,,,,0.0,0.0,0.0,0.1,27609.8316166599,27609.8316166599,42908.57474679542,58773.72844432328,111.03456387768779,,,0.0,0.0,0.03580996670248809,0.03548944176173412,total_gen_mw,172447281.51436263,31697453.747499995,116405873.66211262,OK,
DE,2028,8784,8784,8784,8784,8784,0.0,0.0,0.0,0.0,net_of_psh_pump,floor_quantile,SCEN:DEMAND_UP,b149db03be0914c87e929264b90cce755b4041640617922674c3ee525f921de7,558.37218,556.8886670144999,31.72202261,97.19849206057513,21.087971354113154,150.0084860246883,174.41739931768828,19.625559437326835,3.4966016,86.00545966830926,18.187418648652535,67.81804101965672,0.26936889707037703,125.29531107235718,128.02778797090778,123.79013311976571,120.86933129937943,120.38182613655479,0.9646756152716538,0.9607847660558911,120.86933129937943,120.38182613655479,0.9646756152716538,0.9607847660558911,0.5931608242492122,0.590768414519646,0,0,0,0,123,123,33.22254221999466,96.22315650934203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.044848962398645664,0.03524144160185583,203.77160182884404,203.77160182884404,,none,0,0,7905,879,1.0,0.6784596335931566,1.0,OK,DEMAND_UP,SCEN,2028,9425.893,20.482380000000003,37.63504,5.66476,1.6500000000000001,0.45,0.9,-43.87,-0.03,-9.362650296574857,0.8600545966830926,0.18187418648652537,0.6781804101965672,0.0,49226.719017849726,2207.767270240238,63420.025319683744,2243.198428039677,-0.9551510376013543,0.148211797052888,0.0,,1.4835129855,1.0,ok,3.4966016,0.0,0.0,,,,0.0,0.0,0.0,0.10006830601092896,28211.538714035883,28211.538714035883,43684.23801852863,59783.103041896495,112.04684711128225,,,0.0,0.0,0.03524144160185583,0.034929079671307435,total_gen_mw,174417399.3176883,31722022.61,118286463.41468829,OK,
DE,2029,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,net_of_psh_pump,floor_quantile,SCEN:DEMAND_UP,144c0215df6b93de786624318b69a5865ce8f0ae9c6fbd1ced31ba3194240e0c,568.4329400000001,566.952852869,31.697453747499996,97.74526244985003,21.394344769452513,150.83706096680254,175.18101507155257,19.582011821916065,3.4586516,86.10354318656805,18.094114670218797,68.00942851634925,0.2660486850070669,126.50794326053543,138.19266112105146,120.00536039999244,122.12462582098705,121.57483195130823,0.9653514449245199,0.9610055212180016,122.12462582098705,121.57483195130823,0.9653514449245199,0.9610055212180016,0.593730933892075,0.5910580116579383,0,0,0,0,122,122,33.40345235656784,97.1087338556392,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0439514728520209,0.034539048040456155,205.69018531748955,205.69018531748955,,none,0,0,7884,876,1.0,0.6786134371124909,1.0,OK,DEMAND_UP,SCEN,2029,9425.893,20.82094,38.02572000000001,5.76243,1.6500000000000001,0.45,0.9,-43.87,-0.03,-9.362650296574857,0.8610354318656804,0.18094114670218797,0.6800942851634925,0.0,50246.23600685349,2208.396077771456,64739.02117591095,2244.1658585011546,-0.956048527147979,0.14740497063931596,0.0,,1.4800871310000001,1.0,ok,3.4586516,0.0,0.0,,,,0.0,0.0,0.0,0.1,29146.53984446048,29146.53984446048,44877.93939502888,61214.67305163311,113.11305011371213,,,0.0,0.0,0.03453904804045616,0.03424077589098805,total_gen_mw,175181015.07155257,31697453.747499995,119139607.21930254,OK,
DE,2030,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,net_of_psh_pump,floor_quantile,SCEN:DEMAND_UP,8c27da0ecab8764960bd040452cf697aa0fab13480f3972abe5187db2f190b97,578.4937000000001,577.0136128690001,31.697453747499996,98.74950692264126,21.756967075256217,152.20392774539746,176.5478818501475,19.582011821916065,3.4586516,86.21113215880268,17.954026644400386,68.2571055144023,0.2637787468975233,127.67236633584653,136.48415920537212,122.76857542124917,123.30452023032765,122.72217099233129,0.9657886335870903,0.9612273549430924,123.30452023032765,122.72217099233129,0.9657886335870903,0.9612273549430924,0.5942961117345766,0.5914893380074954,0,0,0,0,122,122,33.7048910770341,97.93423343755069,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.043183658245714095,0.03393682815306783,207.47993768701903,207.47993768701903,,none,0,0,7884,876,1.0,0.6789589566139378,1.0,OK,DEMAND_UP,SCEN,2030,9425.893,21.1595,38.4164,5.8601,1.6500000000000001,0.45,0.9,-43.87,-0.03,-9.362650296574857,0.8621113215880268,0.17954026644400387,0.6825710551440229,0.0,51139.624744289365,2208.396077771456,65887.62190501079,2244.1658585011546,-0.9568163417542859,0.14626318891254733,0.0,,1.4800871310000001,1.0,ok,3.4586516,0.0,0.0,,,,0.0,0.0,0.0,0.1,29937.994841055704,29937.994841055704,45871.36861555536,62423.55900351754,114.14811936341866,,,0.0,0.0,0.03393682815306783,0.033648823255165036,total_gen_mw,176547881.8501475,31697453.747499995,120506473.99789748,OK,
DE,2031,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,net_of_psh_pump,floor_quantile,SCEN:DEMAND_UP,d9569f57ed8a4fe9b2c839496f104426b3a11baa6fc4d3e1e6729b33491a096c,588.55446,587.0743728690001,32.15984738746886,99.7537513954325,22.11958938105992,154.03318816396126,178.37714226871128,19.582011821916065,3.4586516,86.35253721686058,18.029130290148135,68.32340692671245,0.26237423277601024,128.82244604716664,133.97383564781637,125.95568125874532,124.40995856505103,123.88548678345505,0.9657475260134399,0.9616762496350676,124.40995856505103,123.88548678345505,0.9657475260134399,0.9616762496350676,0.5945292795616887,0.59202293815575,0,0,0,0,122,122,34.00475829324252,98.75969318072997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.04244122011136607,0.03335524888647388,209.25791687967185,209.25791687967185,,none,0,0,7884,876,1.0,0.6797252025036579,1.0,OK,DEMAND_UP,SCEN,2031,9425.893,21.49806,38.80708,5.95777,1.6500000000000001,0.45,0.9,-43.87,-0.03,-9.362650296574857,0.8635253721686058,0.18029130290148135,0.6832340692671245,0.0,52034.22691375527,2208.396077771456,67034.5786185762,2244.1658585011546,-0.9575587798886339,0.14489447140455783,0.0,,1.4800871310000001,1.0,ok,3.4586516,0.0,0.0,,,,0.0,0.0,0.0,0.1,30643.415273900722,30643.415273900722,46782.94216115495,63632.037099205954,115.15058138798165,,,0.0,0.0,0.03335524888647388,0.0330769900838731,total_gen_mw,178377142.26871127,32159847.387468856,121873340.77649242,OK,
DE,2032,8784,8784,8784,8784,8784,0.0,0.0,0.0,0.0,net_of_psh_pump,floor_quantile,SCEN:DEMAND_UP,09820de994258c8c9432615f30a10b4ee0d6002db2efcdd87ce43d8fa17cdf23,598.61522,597.1317070144999,32.69532083322664,101.23446565095534,22.542339879633197,156.4721263638152,180.88103965681518,19.625559437326835,3.4966016,86.5055434559029,18.075593160709012,68.42995029519386,0.2620395542988905,129.9191908651786,132.5885357630879,128.4311730710249,125.46715674457734,124.95343853755367,0.9657322825753951,0.9617781461340992,125.46715674457734,124.95343853755367,0.9657322825753951,0.9617781461340992,0.5948644227942972,0.5924287839177251,0,0,0,0,122,122,34.190496844165665,99.52069303007258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.04181753037705983,0.03286638308899962,210.9172307787578,210.9172307787578,,none,0,0,7905,879,1.0,0.6807335994133468,1.0,OK,DEMAND_UP,SCEN,2032,9425.893,21.83662,39.19776,6.05544,1.6500000000000001,0.45,0.9,-43.87,-0.03,-9.362650296574857,0.8650554345590289,0.1807559316070901,0.6842995029519386,0.0,52795.257164477836,2207.767270240238,68001.37860991061,2243.198428039677,-0.9581824696229402,0.14333012507818324,0.0,,1.4835129855,1.0,ok,3.4966016,0.0,0.0,,,,0.0,0.0,0.0,0.10006830601092896,31192.519005314214,31192.519005314214,47481.35953171296,64578.12839353674,116.11890390171705,,,0.0,0.0,0.03286638308899962,0.03259454263026354,total_gen_mw,180881039.65681517,32695320.833226636,123776805.53058854,OK,
DE,2033,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,net_of_psh_pump,floor_quantile,SCEN:DEMAND_UP,f6e21203deaf6293aaba2a3143c62a8d3348871bb80ce7fb11792b4f2f50fda6,608.67598,607.195892869,33.17277952474091,101.76224034101499,22.84483399266732,157.77985385842322,182.12380796317325,19.582011821916065,3.4586516,86.63329392405822,18.214411336846574,68.41888258721166,0.25985000180569995,131.11988153593006,134.1529059744663,129.44203822950573,126.62077731962214,126.14272827117198,0.9656870936458628,0.9620412007206228,126.62077731962214,126.14272827117198,0.9656870936458628,0.9620412007206228,0.594966296826889,0.5927200377367235,0,0,0,0,120,120,34.14581598556714,100.41060507273802,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.04103038446961154,0.03224990822877783,212.8200840869876,212.8200840869876,,none,0,0,7884,876,1.0,0.6812777512509547,1.0,OK,DEMAND_UP,SCEN,2033,9425.893,22.17518,39.588440000000006,6.15311,1.6500000000000001,0.45,0.9,-43.87,-0.03,-9.362650296574857,0.8663329392405822,0.18214411336846573,0.6841888258721165,0.0,53823.43125268707,2208.396077771456,69331.3015186199,2244.1658585011546,-0.9589696155303885,0.1422094303135629,0.0,,1.4800871310000001,1.0,ok,3.4586516,0.0,0.0,,,,0.0,0.0,0.0,0.1,32075.178826976207,32075.178826976207,48599.41272371452,65966.05132887761,117.16628573856227,,,0.0,0.0,0.03224990822877784,0.03198971404498472,total_gen_mw,182123807.96317324,33172779.524740912,124607074.33368231,OK,
DE,2034,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,net_of_psh_pump,floor_quantile,SCEN:DEMAND_UP,5d60fedfbfc83dd0f82e2be5aadc6ec151d4fca03c154b0c132231c369278496,618.73674,617.256652869,33.67924559337694,102.76648481380623,23.207456298471026,159.6531867056542,183.99714081040418,19.582011821916065,3.4586516,86.76938456895118,18.304222253149565,68.4651623158016,0.2586496005568972,132.26860243077283,140.5909577768737,127.66474628186602,127.71968675756536,127.26517567950883,0.9656084997527036,0.9621722263688186,127.71968675756536,127.26517567950883,0.9656084997527036,0.9621722263688186,0.5951207471311437,0.5930029140920929,0,0,0,0,120,120,34.44289327059623,101.236061018742,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.04035956593566778,0.031724262072995335,214.61138327516656,214.61138327516656,,none,0,0,7884,876,1.0,0.6820216180528679,1.0,OK,DEMAND_UP,SCEN,2034,9425.893,22.51374,39.97912,6.25078,1.6500000000000001,0.45,0.9,-43.87,-0.03,-9.362650296574857,0.8676938456895118,0.18304222253149566,0.6846516231580161,0.0,54718.03342215297,2208.396077771456,70481.00163025898,2244.1658585011546,-0.9596404340643322,0.14089830662713917,0.0,,1.4800871310000001,1.0,ok,3.4586516,0.0,0.0,,,,0.0,0.0,0.0,0.1,32779.230340739545,32779.230340739545,49530.06975978606,67170.8328337037,118.18365086574246,,,0.0,0.0,0.031724262072995335,0.03147244754024961,total_gen_mw,183997140.81040418,33679245.59337694,125973941.11227725,OK,
